INSERT INTO `peminjaman` (`id`, `kode_pinjam`, `peminjam_id`, `kd_barang`, `nama_peminjam`, `petugas_pinjam`, `petugas_kembali`, `status`, `denda`, `tanggal_pinjam`, `tanggal_kembali`, `tanggal_pengembalian`, `created_at`, `updated_at`) VALUES
(637, '202828687', 640, 'ec8bbf8e-8586-4007-a3bb-efa40c0a29be', 'Okto Napitupulu', 1, 2, 3, 0, '2021-10-27', '2021-11-10', '2021-11-09', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(638, '779779789', 641, 'f1dcfd44-f65f-4e75-8b0c-32a90f3046db', 'Wardaya Saptono', 1, 1, 3, 0, '2023-04-15', '2023-04-29', '2023-04-28', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(639, '218447221', 642, '49d16ad4-c0c6-4c8a-b2d4-8767aa6bf272', 'Puti Hariyah S.I.Kom', 1, 2, 3, 0, '2020-04-02', '2020-04-16', '2020-04-15', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(640, '135755762', 643, 'a850d584-2fdf-49fc-b78f-9078c6894efc', 'Dinda Zamira Safitri S.Ked', 2, 2, 3, 0, '2021-06-14', '2021-06-28', '2021-06-27', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(641, '188120756', 644, '503957cc-726f-4244-9da0-194a52875810', 'Suci Anggraini', 1, 2, 3, 0, '2020-10-27', '2020-11-10', '2020-11-09', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(642, '859751653', 645, 'b15e0f37-ff50-49a9-b34d-dd203ba0b7f6', 'Candrakanta Garda Nashiruddin S.IP', 2, 1, 3, 0, '2022-01-04', '2022-01-18', '2022-01-17', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(643, '756178551', 646, '19891129-456d-449b-a55e-1d5fa9cae5c9', 'Tami Handayani', 2, 2, 3, 0, '2021-05-09', '2021-05-23', '2021-05-22', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(644, '353420504', 647, 'ae950637-f219-421f-9a4f-18a8fcead25f', 'Yuliana Haryanti', 1, 1, 3, 0, '2020-10-17', '2020-10-31', '2020-10-30', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(645, '441908868', 648, 'b81f43ef-dc9c-4db0-bac1-7bd30514230d', 'Mustofa Santoso', 2, 1, 3, 0, '2021-09-19', '2021-10-03', '2021-10-02', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(646, '995146774', 649, '5d7de9d5-fc10-483c-b712-20c9e559e3c5', 'Dalima Purnawati', 1, 2, 3, 0, '2022-02-09', '2022-02-23', '2022-02-22', '2023-05-29 02:11:08', '2023-05-29 02:11:08'),
(647, '125836773', 650, '3a057b44-1d31-44e5-a1c4-6714ef18f1f0', 'Putu Karsa Pranowo', 1, 1, 3, 0, '2021-02-16', '2021-03-02', '2021-03-01', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(648, '534446414', 651, 'a92728f9-c240-45ad-b320-ec2db2810f6a', 'Daliono Warta Utama S.Pd', 1, 1, 3, 0, '2022-05-17', '2022-05-31', '2022-05-30', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(649, '887787827', 652, '1bf18b42-dddd-45b5-aa39-aad57271bdf6', 'Baktianto Emong Uwais S.Sos', 1, 2, 3, 0, '2022-01-29', '2022-02-12', '2022-02-11', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(650, '539120511', 653, '59290273-570b-40e1-8bd8-d3a9a335e921', 'Lurhur Hutasoit', 1, 1, 3, 0, '2023-03-16', '2023-03-30', '2023-03-29', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(651, '565242876', 654, '9977a2bd-e015-4219-aa95-26a2341eae0d', 'Prayitna Sakti Dabukke S.T.', 1, 2, 3, 0, '2020-07-17', '2020-07-31', '2020-07-30', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(652, '322772337', 655, '7c0f75dd-edec-4910-b5c8-3a09b6af7b9e', 'Karsana Caket Pradipta', 1, 2, 3, 0, '2022-09-13', '2022-09-27', '2022-09-26', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(653, '988246564', 656, '9b26b705-800d-4adc-a3a3-89ce54e4a43b', 'Adinata Nababan S.Pt', 2, 1, 3, 0, '2022-02-12', '2022-02-26', '2022-02-25', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(654, '133479810', 657, 'e79e5fd3-836b-4a73-94bb-8d3e4868fab8', 'Yance Amelia Rahmawati', 2, 2, 3, 0, '2020-10-17', '2020-10-31', '2020-10-30', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(655, '859187158', 658, '380cd9a8-b17f-4430-921e-a0fd75e52bab', 'Capa Waskita', 2, 1, 3, 0, '2022-01-27', '2022-02-10', '2022-02-09', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(656, '715126042', 659, '14ae270d-1bf1-4097-8203-ffb1bc8c9de5', 'Lukita Indra Wibisono', 1, 2, 3, 0, '2020-12-21', '2021-01-04', '2021-01-03', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(657, '156973092', 660, '538bc8f0-b56d-4b45-9e35-4c1fa2615277', 'Nadia Ghaliyati Purnawati S.Sos', 1, 1, 3, 0, '2020-05-29', '2020-06-12', '2020-06-11', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(658, '815075161', 661, '145d78e4-3e15-40b5-ad1f-0733dc85796a', 'Zamira Rahayu', 2, 1, 3, 0, '2023-03-13', '2023-03-27', '2023-03-26', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(659, '609240741', 662, 'e01413ef-6d93-4592-92bb-c39c3add7f55', 'Arsipatra Estiawan Utama S.Pd', 1, 2, 3, 0, '2022-08-09', '2022-08-23', '2022-08-22', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(660, '114556511', 663, 'ea8750bf-1c72-48f5-b14e-6322b78ea5b7', 'Hardana Hutagalung S.Pd', 2, 2, 3, 0, '2020-06-29', '2020-07-13', '2020-07-12', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(661, '734122974', 664, 'b4480661-3d7a-428f-84cb-a1932b10fb04', 'Jinawi Irawan', 1, 1, 3, 0, '2021-05-13', '2021-05-27', '2021-05-26', '2023-05-29 02:11:09', '2023-05-29 02:11:09'),
(662, '762147421', 665, 'edf22abd-bc06-4e03-bf3a-b9d502cdf925', 'Janet Kuswandari S.I.Kom', 1, 2, 3, 0, '2021-03-03', '2021-03-17', '2021-03-16', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(663, '252234751', 666, 'f4877d09-7ddf-449c-921e-6f601e2a7492', 'Yance Kusmawati S.IP', 1, 1, 3, 0, '2021-06-15', '2021-06-29', '2021-06-28', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(664, '978852298', 667, 'a0a24134-7089-4694-9569-75be64f12719', 'Calista Handayani', 1, 2, 3, 0, '2022-11-24', '2022-12-08', '2022-12-07', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(665, '469714711', 668, '073bd683-1d06-4854-9a5d-7c0856050d3a', 'Akarsana Mursita Habibi M.Ak', 2, 1, 3, 0, '2020-07-26', '2020-08-09', '2020-08-08', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(666, '651209727', 669, '157405b1-33c6-4a72-a1d2-1220f3d84746', 'Natalia Mardhiyah', 1, 2, 3, 0, '2022-07-07', '2022-07-21', '2022-07-20', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(667, '168117223', 670, '9605be28-b9ad-46ed-8997-d68fa7485a9a', 'Pandu Jati Salahudin', 2, 2, 3, 0, '2022-10-14', '2022-10-28', '2022-10-27', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(668, '169936544', 671, '6de3aca4-133b-4068-8d73-f4fb4c303dfb', 'Adinata Thamrin', 1, 2, 3, 0, '2021-10-12', '2021-10-26', '2021-10-25', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(669, '472555458', 672, '37b31d12-fbb9-47af-8fdc-47870d6c4d5b', 'Lurhur Ibun Wibisono', 2, 1, 3, 0, '2020-10-02', '2020-10-16', '2020-10-15', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(670, '355473720', 673, '45a2ccc9-b32f-4c93-8f76-4aa69b1b21ce', 'Saka Winarno', 1, 1, 3, 0, '2023-01-03', '2023-01-17', '2023-01-16', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(671, '952708592', 674, 'a215e155-eaac-46d2-93b2-6fcd7c005154', 'Tri Gaduh Wahyudin S.Ked', 2, 1, 3, 0, '2021-11-19', '2021-12-03', '2021-12-02', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(672, '635793840', 675, '4c14bdf6-f2a2-4f3a-8f88-3c6eb7c01e81', 'Garan Pradipta', 2, 1, 3, 0, '2023-01-10', '2023-01-24', '2023-01-23', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(673, '157083750', 676, '2e6d0da8-0a4f-4508-a452-6b40c9645957', 'Uli Yuniar', 1, 1, 3, 0, '2022-01-31', '2022-02-14', '2022-02-13', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(674, '242811743', 677, '4079f3ce-15e7-4991-ab36-55e7635c3224', 'Chelsea Nasyiah', 1, 1, 3, 0, '2022-07-07', '2022-07-21', '2022-07-20', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(675, '414472893', 678, '271bdfa5-55ba-4e3f-a8c6-6b425734755b', 'Hafshah Indah Novitasari M.TI.', 2, 2, 3, 0, '2021-01-22', '2021-02-05', '2021-02-04', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(676, '884390268', 679, '25cf4ca6-1504-49e6-aabb-ded98d4a789c', 'Eva Padmasari', 1, 1, 3, 0, '2022-06-06', '2022-06-20', '2022-06-19', '2023-05-29 02:11:10', '2023-05-29 02:11:10'),
(677, '512235911', 680, '52c6fef4-e98f-49b4-a112-10ebf2e0332c', 'Genta Zulaika', 2, 1, 3, 0, '2023-04-28', '2023-05-12', '2023-05-11', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(678, '310073390', 681, '01ced83a-011a-4c80-b2a7-101feceb85ff', 'Luwes Lazuardi', 2, 1, 3, 0, '2020-05-14', '2020-05-28', '2020-05-27', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(679, '768557824', 682, 'dcfe0fd6-0382-4ba2-9692-ec373d8dd051', 'Fitria Riyanti S.Pt', 1, 1, 3, 0, '2022-11-22', '2022-12-06', '2022-12-05', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(680, '288898926', 683, '7be5c780-3b3e-4eb0-b284-23b2818b17a1', 'Kani Karen Puspasari', 2, 2, 3, 0, '2020-11-11', '2020-11-25', '2020-11-24', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(681, '409112230', 684, 'fc32e332-9b77-498b-b4e5-0dba5da3f2ed', 'Banara Pratama', 2, 1, 3, 0, '2021-06-06', '2021-06-20', '2021-06-19', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(682, '811007499', 685, '4f4ede05-2bf4-418f-a0ea-ec43a688d09a', 'Ulva Padmasari', 1, 2, 3, 0, '2023-01-01', '2023-01-15', '2023-01-14', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(683, '825983269', 686, 'f9e8e31c-1c17-43e1-8c03-1516214c0632', 'Putri Wastuti', 1, 1, 3, 0, '2022-11-28', '2022-12-12', '2022-12-11', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(684, '271344794', 687, '2fb94235-1e66-4403-8a94-417654dfb62f', 'Ophelia Kezia Yulianti', 2, 2, 3, 0, '2020-11-16', '2020-11-30', '2020-11-29', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(685, '402291229', 688, 'f6a34c30-b695-4179-bfb2-7be743735bf8', 'Nova Zulaika', 2, 1, 3, 0, '2023-02-04', '2023-02-18', '2023-02-17', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(686, '863232857', 689, 'd5dd94ed-0bc5-4861-aac9-470fbff6897a', 'Cornelia Lestari', 2, 1, 3, 0, '2023-05-06', '2023-05-20', '2023-05-19', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(687, '889372751', 690, '24c97a18-1113-41bb-8861-24977357f8b6', 'Atma Gunarto', 2, 2, 3, 0, '2020-08-23', '2020-09-06', '2020-09-05', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(688, '477573095', 691, 'a51d156a-7537-4f9d-a9ec-6d11ba3a9bd4', 'Amalia Umi Haryanti S.E.I', 1, 2, 3, 0, '2020-09-24', '2020-10-08', '2020-10-07', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(689, '364658977', 692, '9623d97a-f6c1-4cf6-8e6d-a6eab5b4ee67', 'Elisa Hariyah', 2, 1, 3, 0, '2022-04-09', '2022-04-23', '2022-04-22', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(690, '259153467', 693, '4ffedf03-a68e-4757-afef-a9868e793989', 'Tirta Hakim', 2, 1, 3, 0, '2021-09-18', '2021-10-02', '2021-10-01', '2023-05-29 02:11:11', '2023-05-29 02:11:11'),
(691, '102887455', 694, 'e14b39a4-ed49-4d56-9248-3b478a5aedbc', 'Mursinin Hutasoit', 2, 1, 3, 0, '2021-04-29', '2021-05-13', '2021-05-12', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(692, '767956153', 695, '2c8ca940-ab66-498e-b2b0-5673e0457439', 'Galur Wasita', 1, 1, 3, 0, '2022-01-24', '2022-02-07', '2022-02-06', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(693, '769819534', 696, '149bb7e3-190b-4e7d-8460-228bd7fc9819', 'Kardi Iswahyudi', 1, 1, 3, 0, '2021-05-12', '2021-05-26', '2021-05-25', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(694, '699055232', 697, '1867f819-b716-4384-8f5e-b5bad96a6c80', 'Ciaobella Laksmiwati', 2, 1, 3, 0, '2020-12-26', '2021-01-09', '2021-01-08', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(695, '607732236', 698, '737acb2c-b270-49ac-8913-be30b3a89657', 'Imam Mustofa', 2, 2, 3, 0, '2022-12-27', '2023-01-10', '2023-01-09', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(696, '425879832', 699, 'ad05bd0e-4a4f-4d76-95ed-5347f0f6ba91', 'Martani Natsir S.Kom', 2, 1, 3, 0, '2020-02-25', '2020-03-10', '2020-03-09', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(697, '441909155', 700, 'b852cfc1-c084-4999-93e8-ebf40c20dd25', 'Lidya Nasyidah', 2, 2, 3, 0, '2023-05-08', '2023-05-22', '2023-05-21', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(698, '637191521', 701, '9cc18469-11cb-4f5c-b61a-cc053307e49a', 'Rini Padma Zulaika', 1, 2, 3, 0, '2022-10-21', '2022-11-04', '2022-11-03', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(699, '316126213', 702, '05851afd-54ef-4a70-8329-b2197692969b', 'Galih Sirait M.Ak', 1, 2, 3, 0, '2021-07-16', '2021-07-30', '2021-07-29', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(700, '560577272', 703, 'eb8a2d83-068d-48c8-aef7-3e7f2df9e093', 'Icha Widiastuti', 1, 1, 3, 0, '2020-08-24', '2020-09-07', '2020-09-06', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(701, '220802077', 704, 'da60cf94-8343-40b6-81b0-52b3ff266b62', 'Harsana Anggriawan M.M.', 1, 1, 3, 0, '2020-07-15', '2020-07-29', '2020-07-28', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(702, '923541015', 705, '9c9378a4-6442-4fc9-a2fb-fe7af13326f8', 'Oni Usada', 2, 1, 3, 0, '2022-09-01', '2022-09-15', '2022-09-14', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(703, '263855227', 706, '184096b6-cfa5-48a8-89e8-d36c403855ba', 'Queen Alika Permata', 1, 2, 3, 0, '2021-05-27', '2021-06-10', '2021-06-09', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(704, '511153807', 707, 'e0fe7176-2139-45e5-b12c-efc76c3cf931', 'Wasis Aditya Simanjuntak', 2, 2, 3, 0, '2022-12-02', '2022-12-16', '2022-12-15', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(705, '500666259', 708, '83a09e60-3a90-4d0c-b81b-07689bce0c12', 'Tira Nurdiyanti', 1, 1, 3, 0, '2023-01-26', '2023-02-09', '2023-02-08', '2023-05-29 02:11:12', '2023-05-29 02:11:12'),
(706, '891715219', 709, '68ed6294-8de1-4c8f-bce8-ecd1a34f0190', 'Rahmi Wirda Anggraini S.Pt', 2, 1, 3, 0, '2022-06-08', '2022-06-22', '2022-06-21', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(707, '863156802', 710, '6f30e015-b1f9-478a-bbcc-ead6135fd918', 'Unjani Restu Widiastuti S.Gz', 1, 1, 3, 0, '2020-10-01', '2020-10-15', '2020-10-14', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(708, '299340419', 711, '5da53b6e-e9d7-42a9-8ef5-788d39745201', 'Yunita Namaga', 2, 1, 3, 0, '2021-05-10', '2021-05-24', '2021-05-23', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(709, '421657769', 712, 'c90827c5-6c71-469a-9931-83d378d14fae', 'Balidin Maryadi', 2, 1, 3, 0, '2022-05-09', '2022-05-23', '2022-05-22', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(710, '895585547', 713, '491516b2-b2f7-47f8-af01-7d431c3c6279', 'Rina Karen Puspasari', 2, 1, 3, 0, '2021-11-30', '2021-12-14', '2021-12-13', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(711, '557932400', 714, '66660ffd-c287-4918-aa3a-c1dd7424bc80', 'Maras Putra M.Kom.', 2, 1, 3, 0, '2021-07-08', '2021-07-22', '2021-07-21', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(712, '200077211', 715, 'c1061941-32ae-4c27-8ed6-2f4637c17773', 'Salsabila Hana Mayasari', 1, 2, 3, 0, '2020-09-13', '2020-09-27', '2020-09-26', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(713, '556116752', 716, 'cd2947d0-e074-40da-8b80-c279464e5d0a', 'Raden Budiman', 1, 1, 3, 0, '2022-11-10', '2022-11-24', '2022-11-23', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(714, '570919909', 717, 'e60d26d9-5dca-4ede-8623-4b4965489522', 'Putri Salsabila Oktaviani S.Pt', 2, 1, 3, 0, '2021-05-21', '2021-06-04', '2021-06-03', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(715, '324829005', 718, 'eedaa634-4d82-49cb-b963-2e6c87862d5e', 'Darimin Waluyo', 1, 2, 3, 0, '2022-05-09', '2022-05-23', '2022-05-22', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(716, '433212312', 719, '21b54af9-0c44-485b-9e8e-ae4ec8942086', 'Ifa Mardhiyah S.I.Kom', 1, 2, 3, 0, '2022-07-10', '2022-07-24', '2022-07-23', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(717, '149825882', 720, 'f7896572-fb5b-4855-8b3f-5adc795b3061', 'Among Suwarno', 1, 1, 3, 0, '2021-09-19', '2021-10-03', '2021-10-02', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(718, '277307374', 721, '2064b103-626b-4243-9468-0fe84a1812d5', 'Kasusra Kusumo S.Farm', 2, 1, 3, 0, '2022-10-13', '2022-10-27', '2022-10-26', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(719, '486821083', 722, '69e13ef8-71ea-48eb-8fbf-2531443e4a65', 'Karen Hartati', 2, 2, 3, 0, '2020-04-19', '2020-05-03', '2020-05-02', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(720, '475360388', 723, 'e0067c5f-0d38-484d-9941-e16981a91d8d', 'Nyoman Maryanto Sihombing', 1, 1, 3, 0, '2020-02-28', '2020-03-13', '2020-03-12', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(721, '684258205', 724, '72c23734-fb32-430e-93a2-ddafff8429cd', 'Ajeng Aurora Namaga', 1, 1, 3, 0, '2022-06-29', '2022-07-13', '2022-07-12', '2023-05-29 02:11:13', '2023-05-29 02:11:13'),
(722, '601235123', 725, 'ad4c19d0-b11e-48d0-ba35-915295feccfd', 'Lanang Simanjuntak M.Pd', 1, 2, 3, 0, '2023-05-07', '2023-05-21', '2023-05-20', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(723, '263624370', 726, 'fd059faf-3ef6-4b53-bb18-3e7e12ff7971', 'Queen Hasanah', 1, 2, 3, 0, '2022-02-14', '2022-02-28', '2022-02-27', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(724, '508693224', 727, '676a305e-8b6c-46e1-acba-0ea9b7009cec', 'Safina Novitasari', 1, 1, 3, 0, '2021-08-20', '2021-09-03', '2021-09-02', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(725, '144337616', 728, 'f110068f-d4ea-4651-a97c-43e77e7ba832', 'Prabu Surya Suryono', 2, 1, 3, 0, '2022-07-15', '2022-07-29', '2022-07-28', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(726, '716832184', 729, 'd78db5fb-685b-4c57-bc7b-43ca79cd1a07', 'Tira Zahra Suartini', 1, 1, 3, 0, '2021-09-21', '2021-10-05', '2021-10-04', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(727, '112985119', 730, '7a786e79-88d4-4405-af7a-588b9519cfff', 'Rina Nurdiyanti M.TI.', 2, 2, 3, 0, '2023-01-10', '2023-01-24', '2023-01-23', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(728, '757542841', 731, 'c5105d7a-9f42-4544-9d6e-063cd2b63684', 'Raisa Tina Maryati', 1, 1, 3, 0, '2020-03-18', '2020-04-01', '2020-03-31', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(729, '667079032', 732, 'dfa94948-bf91-436b-9f9c-0f3586b09967', 'Hasta Mandala', 1, 1, 3, 0, '2020-06-06', '2020-06-20', '2020-06-19', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(730, '949885834', 733, 'edc717a1-80e2-447c-a285-6ef1453c82b4', 'Anastasia Kuswandari M.Ak', 2, 2, 3, 0, '2020-07-10', '2020-07-24', '2020-07-23', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(731, '372814001', 734, 'de37f88e-8c3c-4604-affd-f62a9610cbf5', 'Karsa Suryono', 2, 1, 3, 0, '2021-10-06', '2021-10-20', '2021-10-19', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(732, '306009782', 735, '9bb6fda7-5699-4b59-8f11-02d2442d080b', 'Rendy Garang Nugroho S.E.', 2, 1, 3, 0, '2021-01-04', '2021-01-18', '2021-01-17', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(733, '489169502', 736, 'c598a8b9-0b4f-41ba-a2b1-1215900e8e95', 'Umaya Cahyanto Suwarno', 2, 1, 3, 0, '2020-07-30', '2020-08-13', '2020-08-12', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(734, '519664333', 737, 'fb30d1b9-9383-4177-ba46-e02a9b2bb79b', 'Almira Astuti S.Gz', 1, 1, 3, 0, '2020-07-09', '2020-07-23', '2020-07-22', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(735, '416081884', 738, 'a0573cf6-a1a0-4f84-8dca-e0ef54f07705', 'Cawisono Mangunsong', 1, 1, 3, 0, '2023-01-16', '2023-01-30', '2023-01-29', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(736, '741376788', 739, '76bc78a5-4a6b-4e5c-a949-83ccbeeb6a65', 'Ajeng Vanesa Kusmawati', 1, 2, 3, 0, '2023-03-14', '2023-03-28', '2023-03-27', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(737, '238231493', 740, '13c826e2-8d02-4ef6-9c11-cd1d550bcd32', 'Raden Jagaraga Iswahyudi', 1, 2, 3, 0, '2021-04-07', '2021-04-21', '2021-04-20', '2023-05-29 02:11:14', '2023-05-29 02:11:14'),
(738, '294777824', 741, '88dd8c21-f5da-4579-9f7f-c9bd0118a381', 'Lalita Hartati', 1, 1, 3, 0, '2021-10-27', '2021-11-10', '2021-11-09', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(739, '392130669', 742, '0a5b8011-ab2b-475f-a0a5-d266e18bdd31', 'Septi Safitri S.Kom', 2, 1, 3, 0, '2020-03-22', '2020-04-05', '2020-04-04', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(740, '151460288', 743, '6a7b22c9-5b71-477f-8045-1a7b2f92e15d', 'Amelia Yolanda', 1, 1, 3, 0, '2020-12-18', '2021-01-01', '2020-12-31', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(741, '486367436', 744, 'f6b22915-5151-431e-b613-7a6a5007c008', 'Widya Usyi Laksmiwati', 2, 2, 3, 0, '2023-04-07', '2023-04-21', '2023-04-20', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(742, '139979390', 745, '350bf02c-26b0-427b-912c-20a335effd57', 'Genta Latika Uyainah S.E.', 2, 2, 3, 0, '2021-02-10', '2021-02-24', '2021-02-23', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(743, '650522239', 746, 'bc1932b2-1690-467e-bd7c-0b4f609a38d1', 'Taswir Habibi', 1, 2, 3, 0, '2021-02-16', '2021-03-02', '2021-03-01', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(744, '242016436', 747, '5baefbf5-b262-4153-953a-b6ba54da577a', 'Kani Siti Mandasari', 1, 2, 3, 0, '2022-03-03', '2022-03-17', '2022-03-16', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(745, '409338127', 748, '7b945dec-0daa-4dd6-9692-3a145d0c21bf', 'Iriana Laksita', 2, 2, 3, 0, '2020-03-28', '2020-04-11', '2020-04-10', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(746, '235686981', 749, 'fcc2e56a-fcfb-4593-9cbb-ab4dc4dbb731', 'Mahfud Jailani', 2, 2, 3, 0, '2023-03-24', '2023-04-07', '2023-04-06', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(747, '219155378', 750, '5c32a7a8-7fa1-4c1f-be91-ed699472177b', 'Indra Kala Sihombing S.T.', 2, 1, 3, 0, '2021-01-24', '2021-02-07', '2021-02-06', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(748, '666611148', 751, '29662cb7-fac4-4b78-8975-9d59da27031d', 'Jaga Hardiansyah', 2, 2, 3, 0, '2021-01-03', '2021-01-17', '2021-01-16', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(749, '663843449', 752, '9fe5e0c2-cf27-4217-a790-d7c0d20b2f65', 'Ridwan Kamal Irawan S.Gz', 1, 1, 3, 0, '2023-04-06', '2023-04-20', '2023-04-19', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(750, '935790663', 753, 'e38767c8-a20c-4d31-ba95-f9bf6ab92381', 'Luwar Manullang', 2, 1, 3, 0, '2022-03-11', '2022-03-25', '2022-03-24', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
(751, '960602492', 754, '06d71e20-f62a-410e-b809-1b42e2bb2f45', 'Ikin Sitorus S.I.Kom', 1, 1, 3, 0, '2020-09-06', '2020-09-20', '2020-09-19', '2023-05-29 02:11:15', '2023-05-29 02:11:15'),
